,auction_id,experiment,date,hour,device_make,platform_os,browser,yes,no
4613,92fa40bd-ae02-43b2-943a-bdb1c15572da,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
4621,936e8bb5-b138-426a-bb2b-ab62d26c5001,exposed,2020-07-03,2,iPhone,5,Chrome Mobile iOS,0,0
4647,94165308-eb68-4133-b2af-f6cc1ab8460f,exposed,2020-07-09,3,iPhone,5,Mobile Safari,0,0
4667,94d5b094-6e53-4878-841d-226a5d394859,control,2020-07-09,4,iPhone,5,Mobile Safari,0,0
4680,954602b7-9ec7-4865-9154-20c46b46b76d,control,2020-07-05,14,iPhone,5,Mobile Safari UI/WKWebView,0,0
4692,95924ab5-d1f7-4c73-a38f-fcce7922c57e,control,2020-07-09,17,iPhone,5,Mobile Safari UI/WKWebView,0,0
4693,9592941f-ebc5-4d1a-867d-469f3a77b43c,exposed,2020-07-10,2,iPhone,5,Mobile Safari,0,0
4706,95ecf46d-b3d2-46c3-b3ad-14ce40a9ebc4,control,2020-07-10,14,iPhone,5,Mobile Safari UI/WKWebView,0,1
4708,95ef26fe-17ae-470e-aa11-e91222c6df20,control,2020-07-08,15,iPhone,5,Mobile Safari,0,0
4731,96ab9f2b-4530-4e1b-b4dc-5fce5bf4f84e,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
4749,97551eb7-3e6e-42ba-b6b4-c57e779c3078,control,2020-07-04,12,iPhone,5,Mobile Safari,0,1
4751,97844846-c6ba-4500-ad49-9e1d754f4432,control,2020-07-08,21,iPhone,5,Mobile Safari,0,0
4754,97936b33-80b5-4d1e-9dee-1144acb7015f,control,2020-07-08,17,iPhone,5,Mobile Safari,0,0
4761,97debbf3-db24-45e8-a0f7-76816b03030b,exposed,2020-07-04,4,iPhone,5,Mobile Safari,0,0
4771,9825b63e-d93c-466e-ae4c-69eae08393f7,exposed,2020-07-08,12,iPhone,5,Mobile Safari,0,0
4806,995b6cab-6b9e-48de-a8df-402817135660,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
4808,9963c31b-27ca-4906-bb47-707c54a16db9,control,2020-07-05,15,iPhone,5,Mobile Safari,0,0
4822,99b21980-34a8-4071-b5b4-bd9d6659d783,control,2020-07-05,16,iPhone,5,Chrome Mobile iOS,0,0
4849,9aae5bf0-315f-498f-a428-ac8bc251c461,exposed,2020-07-06,10,iPhone,5,Mobile Safari,0,0
4851,9ab56318-b741-4dc4-9b0f-f45afc899461,control,2020-07-08,15,iPhone,5,Mobile Safari,0,0
4859,9ae9f386-b1a7-43f7-8cc6-c10c80b43dd5,exposed,2020-07-04,8,iPhone,5,Mobile Safari,0,0
4871,9b3af700-b1f9-47a3-a510-a939e06af5ae,control,2020-07-06,1,iPhone,5,Mobile Safari,0,1
4914,9c3f6da5-7f7f-4e4d-bf40-67e6390c5ef3,exposed,2020-07-08,15,iPhone,5,Mobile Safari,0,0
4933,9ca6faff-f9b1-4689-9c65-988cd92c7b8f,control,2020-07-10,9,iPhone,5,Mobile Safari,0,0
4942,9d088418-29bd-4ad8-94a9-d43e18f33bb1,exposed,2020-07-09,13,iPhone,5,Chrome Mobile iOS,0,0
4943,9d08a09e-0039-42da-9067-e3a2c8603294,exposed,2020-07-05,18,iPhone,5,Mobile Safari,0,0
4945,9d12f985-42c9-40ce-a507-7104de4ffb39,control,2020-07-07,5,iPhone,5,Mobile Safari,0,0
4962,9dac2ce4-cb05-45e4-b1c3-1bef8cbb57f7,control,2020-07-08,11,iPhone,5,Mobile Safari,0,0
4970,9dfb077c-a865-43cd-b0f2-a525cda077a2,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5016,9f89d0cc-e73e-416b-afa5-06defaebce98,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5027,a00a113c-56d2-47d6-841b-a73a605a902d,control,2020-07-10,2,iPhone,5,Mobile Safari,0,0
5039,a07add96-0ce5-4176-82c4-6b7a5caf93e7,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5056,a0c5a3ea-82d2-4cf7-81a3-b99e75b315fe,control,2020-07-04,7,iPhone,5,Mobile Safari,0,0
5066,a11f3ec0-dfc1-4798-b6f0-58b183e5ba00,control,2020-07-08,10,iPhone,5,Mobile Safari UI/WKWebView,0,0
5070,a1452105-b987-4b6d-b62a-b7f988bea15d,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5165,a44a5215-14d1-4225-b456-98ac87b8c80e,control,2020-07-04,10,iPhone,5,Mobile Safari,0,0
5201,a51e6434-2cb2-432d-8fd3-2406a6c718a5,control,2020-07-05,8,iPhone,5,Mobile Safari,0,0
5206,a52b2553-ed86-4bde-b849-4bececc5112d,exposed,2020-07-09,21,iPhone,5,Mobile Safari,0,0
5214,a55f4bab-30b8-4304-a554-052b3c766b3c,exposed,2020-07-05,17,iPhone,5,Mobile Safari,0,0
5215,a55f719d-1a51-414f-aab5-aa64ad0f2c1f,control,2020-07-06,4,iPhone,5,Mobile Safari,0,0
5257,a6bf24b1-fd58-44e7-9bb2-3d05a1128d7e,control,2020-07-08,14,iPhone,5,Mobile Safari,0,0
5263,a6e6fd0d-fd91-41c7-a3f5-279ee94f6b16,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5278,a73ec6ae-0524-459a-bdf8-5ab9f04c213c,control,2020-07-09,9,iPhone,5,Mobile Safari,1,0
5286,a795eba8-2be8-45aa-9aa9-98f403ce3b89,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5287,a796bf01-dd5a-4949-8c74-856ee31a5963,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5301,a7f1fbb9-d227-4710-b023-6f730ca05a48,control,2020-07-04,16,iPhone,5,Mobile Safari,0,0
5368,a9ba6771-1230-425a-b49c-dc03e489f6e4,control,2020-07-05,3,iPhone,5,Mobile Safari,0,0
5384,aa3d1410-253d-4c4c-b144-5bc68c498ebf,control,2020-07-03,15,iPhone,5,Mobile Safari,0,1
5387,aa4397f1-89e4-4081-920a-cc2f464ec0e7,exposed,2020-07-03,3,iPhone,5,Mobile Safari,0,0
5405,aad19400-a058-4667-af94-704f21dd526c,exposed,2020-07-05,1,iPhone,5,Mobile Safari,0,0
5415,ab2db78a-065a-4ed3-9bf0-80f6ba563ac8,exposed,2020-07-10,3,iPhone,5,Mobile Safari,0,0
5434,abea385b-49d2-4719-8e6c-e276982ae75d,control,2020-07-04,3,iPhone,5,Mobile Safari,0,0
5454,ac79bb7d-1e7d-4186-b44e-8c1f549df454,control,2020-07-09,21,iPhone,5,Mobile Safari,0,0
5457,ac9045c9-9c30-45af-acfe-72a286b86670,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5495,adb4adf5-9d10-47f0-a590-93e047985f26,exposed,2020-07-09,10,iPhone,5,Mobile Safari,0,0
5500,add3b315-a580-41be-b2eb-282efd2def0f,control,2020-07-05,8,iPhone,5,Mobile Safari,0,0
5504,adfc3ef5-2ff6-4d45-afe1-26b0196da6d8,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
5532,af121c22-eb71-49e7-9b37-c8c1671d486d,control,2020-07-08,14,iPhone,5,Mobile Safari,0,0
5537,af41988a-a144-4e57-90dc-c0bbf71e7f9e,control,2020-07-07,16,iPhone,5,Mobile Safari,0,0
5555,b016ccee-90e5-4345-a1ab-e16118a665ab,control,2020-07-10,12,iPhone,5,Mobile Safari,0,0
5594,b15d4741-2320-47d2-aaca-416c763b4ff5,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5595,b16a68f2-bf1a-453d-a0f8-5331adf73270,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
5603,b18b7b86-f591-4565-a56d-5fddd99b18af,control,2020-07-08,23,iPhone,5,Mobile Safari UI/WKWebView,0,0
5604,b18f7c24-b967-4cb1-a055-ce3ce4b6b204,exposed,2020-07-09,21,iPhone,5,Mobile Safari,0,0
5628,b215f6d6-fb07-4fcb-b420-229467193d66,control,2020-07-09,7,iPhone,5,Mobile Safari,0,0
5650,b29f1106-a856-4262-857e-f9d9ff5ee744,control,2020-07-05,15,iPhone,5,Mobile Safari,0,0
5686,b3a2d5df-d0a5-46d5-a941-0abf6043bb73,control,2020-07-04,19,iPhone,5,Mobile Safari,0,0
5709,b43ba2dd-dd6c-4723-a22a-013cfd75e4e5,control,2020-07-09,5,iPhone,5,Mobile Safari UI/WKWebView,0,0
5712,b44ef026-b50b-4ad4-a2ab-acd8faa88e8e,control,2020-07-03,15,iPhone,5,Mobile Safari UI/WKWebView,0,0
5756,b56a6a32-b498-4e81-89b4-819cc717285a,control,2020-07-10,8,iPhone,5,Mobile Safari,0,0
5765,b5fc9664-c889-4678-8795-d81f1a796c0a,exposed,2020-07-08,7,iPhone,5,Mobile Safari,0,0
5783,b69228d2-7f66-44c5-b07d-23f11b47eaf9,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5796,b754a13a-e317-47e4-b908-04b763db1bbc,exposed,2020-07-03,14,iPhone,5,Mobile Safari,0,0
5805,b78b7aa4-733c-462f-a850-f03be2f81473,exposed,2020-07-04,15,iPhone,5,Mobile Safari,0,0
5827,b846c306-5ad1-4ec2-8ed1-cfb1ccaec187,control,2020-07-06,8,iPhone,5,Mobile Safari,0,0
5842,b8fc5ae1-3cb7-4538-a04b-f87676865dfd,exposed,2020-07-10,5,iPhone,5,Mobile Safari,0,0
5847,b91b6284-20d5-475d-bae3-54d2415447c4,control,2020-07-09,0,iPhone,5,Mobile Safari,0,0
5855,b95abc00-4e1c-4511-a36a-67bff4bb099e,control,2020-07-04,13,iPhone,5,Mobile Safari UI/WKWebView,0,0
5859,b981d036-b4fe-4bf4-9641-aa092aa0876e,control,2020-07-05,21,iPhone,5,Mobile Safari,0,0
5863,b9955d42-8749-4bcd-8ce9-3f0da5d9bb28,control,2020-07-08,11,iPhone,5,Mobile Safari,0,0
5870,b9c442b5-599b-4dc6-857e-5b095c71d3f0,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5914,bb87a745-592f-4366-b1ce-2997ea306561,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5922,bbb696bb-2301-422d-aa81-fb9649d3309f,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
5927,bbcfb0fb-80a3-4bb1-8c44-ab7e6789ee75,control,2020-07-08,18,iPhone,5,Mobile Safari UI/WKWebView,0,0
5957,bceb2001-2383-403e-b600-c40cffc9b5ac,exposed,2020-07-09,1,iPhone,5,Mobile Safari,0,0
5974,bd66e69c-4200-4120-8d0c-d1febd8a307b,control,2020-07-10,14,iPhone,5,Mobile Safari,0,0
6048,c01578ae-07e2-42a2-a235-98e9f9fc1a49,exposed,2020-07-08,19,iPhone,5,Mobile Safari,0,0
6054,c06c9d76-374c-44ce-a23b-021c5b6f8dbd,control,2020-07-09,14,iPhone,5,Mobile Safari,0,0
6083,c13249c9-227b-417f-b24d-95b3aa6fe4b5,exposed,2020-07-10,6,iPhone,5,Mobile Safari,0,0
6085,c14c513a-7630-4d6e-881b-af33525078a1,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6096,c1836e0d-5f0f-4493-ad6e-e627fcea3089,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6114,c20e04ae-49f0-4c93-a348-0290053a9da5,control,2020-07-10,10,iPhone,5,Mobile Safari,0,0
6125,c26cc540-e63a-49af-b75c-79be4fd8b68f,control,2020-07-06,0,iPhone,5,Mobile Safari,0,0
6143,c322a23d-8c7d-4c58-b2fa-1290e9618efe,control,2020-07-05,19,iPhone,5,Mobile Safari UI/WKWebView,0,0
6203,c50ab58c-e978-4cd5-8692-639bbd8521ea,control,2020-07-03,15,iPhone,5,Mobile Safari,0,1
6230,c5fbd152-cf78-424e-aab5-9836c822810d,control,2020-07-04,16,iPhone,5,Mobile Safari,0,0
6248,c6ac9a79-8ec1-4369-a44a-f1f31af3bfd6,control,2020-07-04,17,iPhone,5,Mobile Safari,0,0
6281,c7c58504-ba6d-4f6b-b04d-f3391af5aca2,exposed,2020-07-08,22,iPhone,5,Mobile Safari UI/WKWebView,0,0
6288,c7dd2b18-c89b-4178-9826-60bc18236e84,exposed,2020-07-09,14,iPhone,5,Mobile Safari,0,0
6318,c8cb7c08-22e1-465b-8b2d-7690be9f1e4a,control,2020-07-04,14,iPhone,5,Mobile Safari,0,0
6325,c919a537-a811-4275-b97f-04853aac0881,exposed,2020-07-10,2,iPhone,5,Mobile Safari,0,0
6337,c9435d84-abef-4dce-9e50-d40e6070bf38,control,2020-07-05,19,iPhone,5,Mobile Safari,0,0
6361,c9fb54ef-0e0d-432a-9a2c-65cf286fc6ab,exposed,2020-07-03,11,iPhone,5,Mobile Safari,0,0
6367,ca409967-fc97-4cff-b87f-64d5e007eeab,control,2020-07-09,6,iPhone,5,Mobile Safari,0,0
6374,ca6a66af-031b-43df-914c-4f69877539f9,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6379,ca8e697e-1644-416e-a3d5-dc67c107d404,control,2020-07-04,15,iPhone,5,Mobile Safari,0,0
6381,ca9707ed-335d-455e-ad64-ebb6f8c235de,exposed,2020-07-03,6,iPhone,5,Mobile Safari,0,0
6386,cad91210-c4fd-48ab-bc80-02730d1a06c6,control,2020-07-10,1,iPhone,5,Mobile Safari,0,0
6392,cb15a48d-727f-4a1d-899f-bf37bd3ee2b9,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6410,cb5daf2f-2bcf-4410-92e9-bc9945145bfc,control,2020-07-04,11,iPhone,5,Mobile Safari,0,1
6427,cbcf1684-a75f-43df-84e3-31374d3ed361,control,2020-07-08,22,iPhone,5,Mobile Safari UI/WKWebView,0,0
6433,cc15d31c-3fdc-4446-905a-3fb8c6822f9f,control,2020-07-05,4,iPhone,5,Mobile Safari,0,0
6458,ccd892eb-519f-41e6-a960-ef6d6ab1bb7f,control,2020-07-09,1,iPhone,5,Mobile Safari,0,0
6463,ccf3263f-bc0c-4c99-a6b7-16ffca50a8f8,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6482,cd91bd43-ac2c-4967-be84-51d248835afe,control,2020-07-05,11,iPhone,5,Mobile Safari UI/WKWebView,0,0
6485,cdc89be3-ebb0-4b1c-b986-c666cc6b7420,exposed,2020-07-08,3,iPhone,5,Mobile Safari,0,0
6505,ce2ae941-aece-4e18-a83f-b167a978e34c,exposed,2020-07-05,13,iPhone,5,Mobile Safari,0,0
6527,ceb7c0ce-6173-495d-a918-41177cc00df6,control,2020-07-04,0,iPhone,5,Mobile Safari,0,0
6529,cec97dad-b422-42b8-8343-2abdc86cc5d2,control,2020-07-07,10,iPhone,5,Mobile Safari,0,0
6537,cf1f2ca3-2ab1-40ce-9860-eaae0a8a693d,control,2020-07-08,20,iPhone,5,Mobile Safari,0,0
6553,cfa68bb6-dc2c-4b68-97a9-dad814710ac7,control,2020-07-09,5,iPhone,5,Mobile Safari,0,0
6579,d08c57d6-7651-43a7-a636-bb30d8388938,control,2020-07-04,17,iPhone,5,Mobile Safari UI/WKWebView,0,0
6595,d0f9d485-b22c-42da-96f1-e4824fe38be5,control,2020-07-07,5,iPhone,5,Chrome Mobile iOS,0,0
6597,d0fdb288-5f3c-4406-972b-1ee67a3201dd,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6607,d142f4c2-65ad-4e66-92de-2e56c75f32d0,control,2020-07-09,17,iPhone,5,Mobile Safari,0,0
6614,d16ea70d-abe3-4b34-bf38-3d41e6087907,control,2020-07-07,10,iPhone,5,Mobile Safari,0,0
6639,d261746b-daeb-4ac0-825c-1e14b24c0788,control,2020-07-04,1,iPhone,5,Mobile Safari,0,0
6650,d2dd026b-f7d9-4557-871e-1f2839228597,control,2020-07-09,20,iPhone,5,Mobile Safari,0,0
6659,d3315187-aaf6-433d-b632-4bd741382653,control,2020-07-09,21,iPhone,5,Mobile Safari,0,0
6663,d36efb60-ef36-4bc1-acfb-3188e857bef8,control,2020-07-05,1,iPhone,5,Mobile Safari UI/WKWebView,0,0
6667,d38a468c-21d6-4413-8006-1ee7696f85b0,exposed,2020-07-08,15,iPhone,5,Mobile Safari,0,0
6673,d3c5ee37-a598-4e76-9dc4-cb03d96d457d,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6686,d41d9c4d-050f-4684-a14a-b83ce9e67df8,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6687,d420f5b5-6b95-419e-869a-98eb0772ea08,exposed,2020-07-09,19,iPhone,5,Mobile Safari UI/WKWebView,0,0
6690,d43ee7ab-cadd-4793-a3cd-da0d6a5e152d,control,2020-07-09,14,iPhone,5,Chrome Mobile iOS,0,0
6763,d68467bd-3266-4328-b36f-45bfe64860d9,exposed,2020-07-05,17,iPhone,5,Mobile Safari,0,0
6765,d6a8adec-aa18-4ad3-9291-ff285407c4d7,exposed,2020-07-10,11,iPhone,5,Mobile Safari,0,0
6766,d6b8a2fd-da8e-4435-b419-a31ab282ffab,exposed,2020-07-04,10,iPhone,5,Mobile Safari,0,0
6769,d70b5402-7afb-427b-8360-b8685c1bbc78,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
6797,d7b6b9c4-8697-4a8b-9dbc-c4d163111f8a,control,2020-07-09,18,iPhone,5,Mobile Safari,0,0
6804,d80d1e33-be73-44f4-9a41-0766ab80b7af,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
6808,d836ffef-26ec-426a-b248-55e3579e8284,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
6816,d88a3fa5-d669-4c1d-bed2-b9bd712a6d1f,exposed,2020-07-10,8,iPhone,5,Mobile Safari UI/WKWebView,0,0
6846,d9747fe5-6e1e-46c1-80f3-b61e31fba189,exposed,2020-07-09,10,iPhone,5,Mobile Safari,0,0
6849,d97b289e-c16f-42c4-8e64-2e3486ba8cbc,exposed,2020-07-08,17,iPhone,5,Mobile Safari,0,0
6850,d97b2f6b-c6ba-4f72-b7ac-b08027c69018,exposed,2020-07-08,20,iPhone,5,Mobile Safari,0,0
6862,d9d47b46-adfa-474b-9b4c-04b28d02e0d4,control,2020-07-10,1,iPhone,5,Mobile Safari,0,0
6875,da506d76-0501-4276-b5d7-ca703c49c292,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
6905,dba2b1a8-cc0c-4e90-941a-fe6c8e0b5bd5,exposed,2020-07-09,2,iPhone,5,Mobile Safari,0,1
6913,dbe8879d-6e19-4be9-93ef-9b669581543d,control,2020-07-04,2,iPhone,5,Mobile Safari,0,0
6962,dd6a743d-d81c-4f68-859c-beaea801c643,control,2020-07-09,14,iPhone,5,Mobile Safari,0,0
6986,de01167d-6395-4f8d-9128-4002ac2ca344,exposed,2020-07-08,16,iPhone,5,Mobile Safari,0,0
6994,de583c57-aca5-40ef-8c50-72792c1146d4,exposed,2020-07-10,12,iPhone,5,Mobile Safari,0,0
6999,de77c3e6-35e1-4a2b-87a3-879a4eadec1e,control,2020-07-08,14,iPhone,5,Mobile Safari,0,0
7034,df79d413-70e2-4b84-8fcf-8d7b413e4300,control,2020-07-03,15,iPhone,5,Mobile Safari UI/WKWebView,0,0
7065,e0727a5c-caf1-4783-8d98-50383d8f4e64,exposed,2020-07-09,12,iPhone,5,Mobile Safari,0,0
7075,e0dfd43c-8090-4621-8cd3-2bb22a4b5d96,exposed,2020-07-10,11,iPhone,5,Mobile Safari,0,0
7083,e103e8b2-ba10-427b-921a-8f9ab15cd9fb,control,2020-07-10,7,iPhone,5,Mobile Safari,0,0
7095,e1614006-0540-4d1a-9bc7-d2f0d15d73ca,control,2020-07-09,5,iPhone,5,Mobile Safari,1,0
7164,e3d35cb9-2964-49cc-a013-3cf22f1ba927,control,2020-07-09,15,iPhone,5,Mobile Safari,0,0
7168,e3db3c9d-9a6e-453d-947e-df9116514505,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7180,e41804dc-4aa3-46fa-8fd5-228f8f14bb11,control,2020-07-08,20,iPhone,5,Mobile Safari,0,0
7289,e754f9bf-97a7-4da0-a9b9-440565bd91c9,exposed,2020-07-10,9,iPhone,5,Mobile Safari,0,0
7312,e7e7eca9-16fd-4103-9f43-f48cbd6019a1,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7317,e80c24f9-6c57-4ac6-bc99-f2fced706f9a,control,2020-07-09,16,iPhone,5,Mobile Safari,0,0
7341,e8dc9a39-6a03-4fe6-8d36-106c99c649d2,control,2020-07-10,8,iPhone,5,Mobile Safari,0,0
7369,e97f336b-488c-42d1-af66-059284f706b9,control,2020-07-09,17,iPhone,5,Mobile Safari UI/WKWebView,0,0
7370,e980f7cd-2e3d-471d-8594-35d581927a0c,control,2020-07-09,6,iPhone,5,Mobile Safari,0,0
7373,e98762cf-923a-4d4f-baf0-c2b94a90d465,control,2020-07-06,5,iPhone,5,Mobile Safari,0,0
7374,e98b7e91-d46b-47c7-9ca9-d4ab79004986,control,2020-07-08,9,iPhone,5,Mobile Safari,0,0
7376,e9920214-b8d1-4ac7-9b4a-70fed579320b,exposed,2020-07-08,12,iPhone,5,Mobile Safari UI/WKWebView,0,0
7377,e994d8b8-cf60-4b25-b355-68044ddde5e1,exposed,2020-07-08,18,iPhone,5,Mobile Safari,0,0
7465,ec4c1cde-1e93-4b47-b5ea-9f31b8cc5295,control,2020-07-04,11,iPhone,5,Chrome Mobile iOS,1,0
7469,ec772878-5543-46e7-b080-a9f43eba757d,control,2020-07-09,10,iPhone,5,Chrome Mobile iOS,0,0
7540,eedacea4-5687-4f06-a14d-234ff89f93e1,exposed,2020-07-05,12,iPhone,5,Mobile Safari,0,0
7563,efb81ce2-2ae0-4e33-b582-191fe0f4c57c,exposed,2020-07-08,21,iPhone,5,Chrome Mobile iOS,0,0
7573,efee3e2c-02ec-4238-84ac-fc203d8e661d,control,2020-07-10,9,iPhone,5,Mobile Safari,0,0
7578,f011a0dc-4189-468a-abf5-34d609fa4042,control,2020-07-05,21,iPhone,5,Mobile Safari UI/WKWebView,0,0
7639,f1d334ff-87f3-49d7-b802-c0b9926b1de5,control,2020-07-05,1,iPhone,5,Mobile Safari,0,0
7682,f332f4a5-6fc4-4ba8-b17b-f7d336164d2a,control,2020-07-06,10,iPhone,5,Mobile Safari,0,0
7710,f4442746-7651-4123-b9a4-81a371424224,exposed,2020-07-09,16,iPhone,5,Mobile Safari UI/WKWebView,0,0
7720,f47a3f77-167e-44a3-b60c-5ed285e3d509,control,2020-07-08,17,iPhone,5,Mobile Safari,0,0
7724,f49cc8c0-5629-484a-858d-12c7282013c0,control,2020-07-05,17,iPhone,5,Mobile Safari,0,0
7757,f5f179a3-b7cb-428e-8b3a-398c4292fcb8,control,2020-07-05,0,iPhone,5,Mobile Safari,0,0
7786,f6dec42f-3f33-48b8-bc52-bbe5811cd66c,control,2020-07-08,16,iPhone,5,Mobile Safari,0,0
7798,f766d835-d111-4832-a57c-10dddf8bdd1d,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7849,f8f9920f-89d0-42fa-8f61-572d9c8e26dd,control,2020-07-09,15,iPhone,5,Mobile Safari,0,0
7856,f934ff31-f037-4ed2-b19a-ff447aea2ad3,control,2020-07-07,17,iPhone,5,Mobile Safari UI/WKWebView,0,1
7864,f95a1c54-2671-4b60-a38a-05f84b88a6fc,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7883,f9fd970d-7a43-454e-bd4a-4e59082ff527,control,2020-07-07,7,iPhone,5,Mobile Safari,0,0
7903,fa539da9-ddd0-46aa-8d6d-66281e31270c,control,2020-07-08,14,iPhone,5,Chrome Mobile iOS,0,0
7916,fa9caf9c-cd82-4f74-94a1-f644ce90dca9,control,2020-07-08,17,iPhone,5,Mobile Safari,0,0
7933,fb41e8de-1c10-449d-9193-19355332d136,exposed,2020-07-06,8,iPhone,5,Mobile Safari,0,0
7965,fc003a33-03de-4e33-8edf-c8e6f5021042,control,2020-07-09,21,iPhone,5,Mobile Safari,0,0
7968,fc09d0b4-5edf-4eed-a608-c05b194b27c6,control,2020-07-03,15,iPhone,5,Mobile Safari,0,0
7988,fc8fe0f9-5194-4121-b5a8-84d3d2161877,control,2020-07-05,2,iPhone,5,Mobile Safari,0,0
7999,fced79ee-6867-470a-bd8b-afc2f0ee5b11,control,2020-07-05,12,iPhone,5,Mobile Safari,0,0
8001,fcfe1945-c63c-4963-aa6f-8bb61592a069,exposed,2020-07-04,6,iPhone,5,Chrome Mobile iOS,0,0
8009,fd485e19-fb47-4223-8dc2-7bae945c08fa,control,2020-07-08,19,iPhone,5,Mobile Safari,0,0
8018,fd93b48c-d634-4994-9643-f0f6282ebca7,control,2020-07-04,16,iPhone,5,Mobile Safari,0,0
8034,fe6ae1c4-ff79-47c1-9cb5-a8d5e5402745,control,2020-07-03,15,iPhone,5,Chrome Mobile iOS,0,0
8052,ff7534ce-cf85-48fa-b22f-a8797107f15c,exposed,2020-07-09,6,iPhone,5,Mobile Safari,0,0
8057,ff91d4f2-d28f-4a66-9e5c-bf1c96e32a4c,control,2020-07-04,17,iPhone,5,Chrome Mobile iOS,0,0
